Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
172.217.1.10-192.168.137.210-443-46156-6,172.217.1.10,443,192.168.137.210,46156,6,06/09/2023 02:01:47 PM,10265089,14,14,6213.0,1811.0,1400.0,0.0,443.7857142857143,640.4808504399017,1206.0,0.0,129.35714285714283,338.790974165228,781.6785611892893,2.7276918884970214,380188.4814814815,1838193.0323971035,9575561.0,0.0,10110704.0,777746.4615384615,2702104.993351221,9769905.0,1.0,10133899.0,779530.6923076924,2689369.0667417822,9729285.0,0.0,0,0,0,0,456,456,1.363845944248511,1.363845944248511,0.0,1400.0,276.6896551724138,520.860695898644,271295.86453201977,2,2,0,8,27,0,0,0,1.0,286.57142857142856,443.7857142857143,129.35714285714286,0,0,0,8000,10,29367,14,6213,14,1811,65535,199,7,32,533629.0,0.0,533629.0,533629.0,9575561.0,0.0,9575561.0,9575561.0,DDoS ICMP Flood,1
54.83.205.210-192.168.137.210-443-44310-6,54.83.205.210,443,192.168.137.210,44310,6,06/09/2023 02:01:50 PM,7609641,26,27,13232.0,2359.0,1448.0,0.0,508.923076923077,628.3691859457733,584.0,0.0,87.37037037037038,182.63291222225152,2048.8482965227927,6.964848933083703,146339.25000000006,889604.0396634917,6433125.0,0.0,7457427.0,298297.08,1317642.6782741884,6616971.0,0.0,7480666.0,287717.9230769231,1276592.836832196,6541032.0,0.0,0,0,0,0,840,872,3.416718344531628,3.548130588552075,0.0,1448.0,288.7222222222223,498.6231766846021,248625.072327044,2,2,0,19,52,0,0,0,1.0,294.1698113207547,508.9230769230769,87.37037037037037,0,0,0,7795,12,16020,26,13232,27,2359,26847,228,17,32,362568.0,0.0,362568.0,362568.0,6433125.0,0.0,6433125.0,6433125.0,DDoS ICMP Flood,1
54.83.205.210-192.168.137.210-443-44340-6,54.83.205.210,443,192.168.137.210,44340,6,06/09/2023 02:01:57 PM,740437,19,22,11132.0,2100.0,1448.0,0.0,585.8947368421053,667.6066618681693,830.0,0.0,95.45454545454548,216.1925348415438,17870.527809928462,55.37270557792223,18510.924999999992,25671.399537715115,103228.0,0.0,588770.0,32709.44444444445,60576.295524222245,229681.0,0.0,630908.0,30043.23809523809,37528.08531873796,126096.0,0.0,0,0,0,0,616,712,25.66052209708591,29.71218348083632,0.0,1448.0,315.04761904761904,530.9454040363881,281903.0220673635,2,2,0,14,40,0,0,0,1.0,322.7317073170732,585.8947368421053,95.45454545454544,0,0,0,13232,20,19061,0,0,0,0,26847,217,14,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
54.83.205.210-192.168.137.210-443-44342-6,54.83.205.210,443,192.168.137.210,44342,6,06/09/2023 02:01:57 PM,738688,17,22,8402.0,1655.0,1448.0,0.0,494.23529411764696,635.4451716524965,517.0,0.0,75.22727272727273,156.69896277597033,13614.67899844048,52.796309131866224,19439.157894736843,26954.85242934765,109043.0,0.0,587108.0,36694.24999999999,65885.04273606668,250639.0,1.0,628864.0,29945.904761904763,41911.0898974302,145295.0,0.0,0,0,0,0,552,724,23.01377577542887,29.78253335643736,0.0,1448.0,251.42500000000004,472.9823484265315,223712.30192307683,2,2,0,15,38,0,0,0,1.0,257.87179487179486,494.2352941176471,75.22727272727273,0,0,0,10057,19,14517,0,0,0,0,26847,206,13,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
54.83.205.210-192.168.137.210-443-44344-6,54.83.205.210,443,192.168.137.210,44344,6,06/09/2023 02:01:57 PM,3703863,21,23,13535.0,2198.0,1448.0,0.0,644.5238095238094,663.7658938999215,892.0,0.0,95.56521739130436,223.94780765472944,4247.727305248601,11.879489063175392,86136.34883720931,443933.05884933576,2922299.0,0.0,3551940.0,177597.0,691376.819139515,3106658.0,0.0,3611600.0,164163.63636363638,650983.9278921266,3074190.0,0.0,0,0,0,0,680,744,5.669756143788256,6.209732919387137,0.0,1448.0,349.6222222222222,550.7873822120841,303366.7404040405,2,2,0,16,43,0,0,0,1.0,357.5681818181818,644.5238095238095,95.56521739130434,0,0,0,15709,21,28573,21,13535,23,2198,26847,228,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
34.206.185.226-192.168.137.210-443-44040-6,34.206.185.226,443,192.168.137.210,44040,6,06/09/2023 02:01:51 PM,34109940,23,28,4923.0,1769.0,1448.0,0.0,214.0434782608696,449.816172378013,592.0,0.0,63.17857142857143,144.29805921834114,196.1891460377825,1.4951653389012116,682198.7999999999,3575841.2009080136,24817565.0,0.0,33958359.0,1543561.772727273,5383910.818885299,25000419.0,2.0,33981343.0,1258568.259259259,4902731.231087678,25132241.0,0.0,0,0,0,0,744,904,0.674290250877017,0.8208750880241946,0.0,1448.0,128.69230769230774,322.9108745162426,104271.43288084456,2,2,0,24,50,0,0,0,1.0,131.2156862745098,214.0434782608696,63.17857142857143,0,0,0,3239,11,5790,7,1641,9,589,26847,189,14,32,667771.0,486295.7181982996,1011634.0,323908.0,15108914.5,13730105.20944033,24817565.0,5400264.0,DDoS ICMP Flood,1
10.0.0.3-10.0.0.254-44003-1883-6,10.0.0.3,44003,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119002475,122,122,2140.0,4.0,19.0,0.0,17.540983606557383,2.3111213012627703,2.0,0.0,0.0327868852459016,0.2550134084793733,18.01643201118296,2.050377523660748,489722.119341564,500154.67467137217,1008435.0,47.0,119002415.0,983491.0330578513,127684.14083693232,1008538.0,2344.0,119002360.0,983490.5785123968,128253.46656892306,1044871.0,142.0,1,0,0,0,3904,3904,1.0251887618303737,1.0251887618303737,0.0,19.0,8.820408163265304,8.921354460309852,79.59056540649048,0,0,0,122,244,0,0,0,1.0,8.85655737704918,17.540983606557376,0.0327868852459016,0,0,0,76,4,23,2,36,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.12-10.0.0.254-38083-1883-6,10.0.0.12,38083,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119002301,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.226518989746257,2.050380521633779,489721.4032921811,500194.3397045771,1008299.0,12.0,119002283.0,983489.9421487608,127652.12350886148,1008392.0,2917.0,119002274.0,983489.8677685952,128269.79425673724,1044080.0,44.0,1,0,0,0,3904,3904,1.0251902608168897,1.0251902608168897,0.0,21.0,9.416326530612242,9.52252177086235,90.67842087654742,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,78,4,26,2,40,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.3-10.0.0.254-35679-1883-6,10.0.0.3,35679,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119003321,122,122,2144.0,4.0,20.0,0.0,17.57377049180327,2.324565302958192,2.0,0.0,0.0327868852459016,0.2550134084793733,18.04991643888661,2.050362947434047,489725.6008230455,500190.0919504399,1008639.0,11.0,119003281.0,983498.1900826448,127711.86031664626,1008656.0,2032.0,119003250.0,983497.9338842971,128245.3626575334,1041025.0,133.0,1,0,0,0,3904,3904,1.0251814737170235,1.0251814737170235,0.0,20.0,8.840816326530609,8.943078612456944,79.97865506858481,0,0,0,122,244,0,0,0,1.0,8.87704918032787,17.57377049180328,0.0327868852459016,0,0,0,72,4,24,2,35,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119002952,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.226413811986784,2.0503693051244647,489724.0823045266,500202.4100693802,1008467.0,11.0,119002923.0,983495.2314049584,127729.02895529532,1008551.0,2490.0,119002940.0,983495.3719008266,128284.72044344252,1043355.0,89.0,1,0,0,0,3904,3904,1.0251846525622323,1.0251846525622323,0.0,21.0,9.416326530612242,9.52252177086235,90.67842087654742,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,77,4,25,2,37,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.7-10.0.0.254-43517-1883-6,10.0.0.7,43517,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119002171,122,122,5363.0,4.0,47.0,0.0,43.95901639344261,5.7227941233493125,2.0,0.0,0.0327868852459016,0.2550134084793733,45.10001754505807,2.0503827615044097,489720.86831275705,500189.1730117278,1008896.0,7.0,119002085.0,983488.3057851244,127787.07581662571,1008923.0,1923.0,119002067.0,983488.1570247932,128277.52658032818,1042328.0,57.0,1,0,0,0,3904,3904,1.0251913807522048,1.0251913807522048,0.0,47.0,22.08979591836734,22.378819803060484,500.811575777852,0,0,0,122,244,0,0,0,1.0,22.18032786885246,43.959016393442624,0.0327868852459016,0,0,0,181,4,60,1,86,1,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,119001710,122,122,5361.0,4.0,47.0,0.0,43.9426229508197,5.724096060331156,2.0,0.0,0.0327868852459016,0.2550134084793733,45.08338577655733,2.050390704469709,489718.9711934155,500171.0607692413,1009650.0,10.0,119001694.0,983485.0743801652,127772.63378857548,1009741.0,1782.0,119001691.0,983485.0495867772,128282.14654657722,1045131.0,80.0,1,0,0,0,3904,3904,1.0251953522348545,1.0251953522348545,0.0,47.0,22.077551020408148,22.366867194050208,500.2767480762794,0,0,0,122,244,0,0,0,1.0,22.168032786885245,43.94262295081968,0.0327868852459016,0,0,0,180,4,60,2,87,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.14-10.0.0.254-43379-1883-6,10.0.0.14,43379,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,117001883,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574769,2.0,0.0,0.0909090909090909,0.4214141098829708,7.589621442246361,0.7521246474298195,1344849.2298850578,1467128.6602972085,3009454.0,11.0,117001855.0,2720973.372093024,765791.7697255138,3009478.0,2974.0,117001859.0,2720973.465116279,760628.0855987608,3009516.0,68.0,1,0,0,0,1408,1408,0.3760623237149098,0.3760623237149098,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.14-10.0.0.254-36405-1883-6,10.0.0.14,36405,10.0.0.254,1883,6,06/09/2023 02:00:34 PM,117002666,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574769,2.0,0.0,0.0909090909090909,0.4214141098829708,7.58957065132174,0.7521196140949472,1344858.2298850573,1467273.3698057302,3009766.0,11.0,117002589.0,2720990.4418604644,765856.5727689145,3009842.0,2282.0,117002590.0,2720990.4651162787,760967.7953177639,3009854.0,86.0,1,0,0,0,1408,1408,0.3760598070474736,0.3760598070474736,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
52.40.210.103-192.168.137.105-18665-48112-6,52.40.210.103,18665,192.168.137.105,48112,6,06/09/2023 02:00:34 PM,90395648,5,8,776.0,424.0,194.0,0.0,155.2,86.75943752699185,106.0,0.0,53.0,56.65938328543397,13.27497536164573,0.1438122330844954,7532970.666666666,13470850.819646295,29884455.0,32.0,90206535.0,22551633.75,15034406.095222216,30084615.0,32.0,90295493.0,12899356.142857142,15954534.149626195,29980032.0,86400.0,0,0,0,0,160,256,0.0553123973401905,0.0884998357443048,0.0,194.0,85.7142857142857,84.41238386309529,7125.450549450548,0,0,0,8,13,0,0,0,1.0,92.3076923076923,155.2,53.0,0,0,0,0,0,0,1,258,2,141,554,14526,4,32,197068.66666666663,9359.074758400711,204491.0,186555.0,29871776.33333333,18544.125143379864,29884455.0,29850493.0,DDoS ICMP Flood,1
192.168.137.174-13.225.193.148-39076-443-6,192.168.137.174,39076,13.225.193.148,443,6,06/09/2023 02:00:33 PM,118091043,8818,5060,12385283.0,60904.0,1428.0,0.0,1404.5455885688366,170.92555062201149,773.0,0.0,12.036363636363648,94.97498480391478,105394.8435361012,117.51949722384956,8509.83951862793,120632.61734045472,2430082.0,0.0,118091043.0,13393.56277645458,162570.5866840359,2594702.0,0.0,117869051.0,23298.88337616125,218754.8484421187,2655213.0,0.0,0,0,0,0,282176,162340,74.67120093096307,42.848296292886495,0.0,1428.0,896.8668491966307,686.3627703830514,471093.8525678973,0,0,0,238,13878,0,0,0,0.0,896.9314742758322,1404.5455885688364,12.036363636363635,0,0,0,319096,226,738840,226,317571,129,1561,1424,1929,8740,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.6-10.0.0.254-35017-1883-6,10.0.0.6,35017,10.0.0.254,1883,6,06/09/2023 02:00:36 PM,110004656,16,16,178.0,4.0,15.0,0.0,11.125,6.075908711186061,2.0,0.0,0.25,0.6831300510639732,1.6544754251129152,0.2908967780418312,3548537.2903225804,4732683.627397379,10001703.0,15.0,110004633.0,7333642.2,4286678.0688672,10002371.0,2484.0,110004639.0,7333642.600000001,4274164.72047311,10001720.0,125.0,1,0,0,0,512,512,0.1454483890209156,0.1454483890209156,0.0,15.0,5.93939393939394,7.01311001776046,49.183712121212125,0,0,0,16,32,0,0,0,1.0,6.125,11.125,0.25,0,0,0,0,0,0,1,14,1,0,502,64,13,32,190015.7272727273,422652.257554385,1048825.0,17.0,9810405.454545457,402122.6591343403,10001703.0,8996628.0,DDoS ICMP Flood,1
10.0.0.8-10.0.0.254-43083-1883-6,10.0.0.8,43083,10.0.0.254,1883,6,06/09/2023 02:00:36 PM,115002144,28,28,424.0,4.0,18.0,0.0,15.142857142857144,5.9111588493119465,2.0,0.0,0.1428571428571429,0.5245305283129621,3.721669745565787,0.4869474433450562,2090948.0727272728,2425569.4916778086,5004625.0,12.0,115002129.0,4259338.111111112,1630728.1869396293,5004649.0,2642.0,115002132.0,4259338.222222223,1623325.199621878,5004647.0,86.0,1,0,0,0,896,896,0.2434737216725281,0.2434737216725281,0.0,18.0,7.824561403508771,8.666690765341471,75.11152882205515,0,0,0,28,56,0,0,0,1.0,7.964285714285714,15.142857142857142,0.1428571428571428,0,0,0,0,0,0,1,17,1,0,502,64,25,32,4165650.3333333335,5572201.050510885,14998015.0,13.0,5001443.666666667,1281.438632825221,5004625.0,5000238.0,DDoS ICMP Flood,1
10.0.0.9-10.0.0.254-45455-1883-6,10.0.0.9,45455,10.0.0.254,1883,6,06/09/2023 02:00:36 PM,115002690,28,28,595.0,4.0,25.0,0.0,21.25,8.439874494415275,2.0,0.0,0.1428571428571429,0.5245305283129621,5.208573816838546,0.4869451314573598,2090957.999999999,2425441.850445422,5004126.0,14.0,115002662.0,4259357.851851853,1631064.625411685,5004151.0,1885.0,115002672.0,4259358.222222222,1623005.015399885,5004166.0,57.0,1,0,0,0,896,896,0.2434725657286799,0.2434725657286799,0.0,25.0,10.929824561403509,12.20488726629449,148.9592731829574,0,0,0,28,56,0,0,0,1.0,11.125,21.25,0.1428571428571428,0,0,0,0,0,0,1,24,1,0,502,64,25,32,8748454.625,8344505.271157507,19998041.0,21.0,5002017.0,1234.8818335602632,5004126.0,5000643.0,DDoS ICMP Flood,1
10.0.0.2-10.0.0.254-43871-1883-6,10.0.0.2,43871,10.0.0.254,1883,6,06/09/2023 02:00:36 PM,116002050,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475343,2.0,0.0,0.1176470588235294,0.4776651472212257,5.758518922725934,0.5861965370439575,1731373.880597015,1948159.9913282392,4003307.0,12.0,116002021.0,3515212.757575758,1175449.0934644146,4003405.0,2170.0,116002021.0,3515212.757575758,1169191.7594316765,4003329.0,127.0,1,0,0,0,1088,1088,0.2930982685219787,0.2930982685219787,0.0,22.0,9.999999999999998,10.92756902087021,119.41176470588232,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
